Sun Apr 30 10:07:12 EDT 2017, 8460, 0.400, 5051, 3, 0.850, 464, 94, 9, 43, 91, 167.630, 183.480
Sun Apr 30 10:08:02 EDT 2017, 3510, 0.900, 52, 8, 0.350, 314, 49, 19, 18, 46, 38.767, 49.773
Sun Apr 30 10:08:17 EDT 2017, 4747, 0.280, 8801, 2, 0.980, 351, 15, 11, 37, 80, 13.360, 15.133
Sun Apr 30 10:08:24 EDT 2017, 9697, 0.780, 3801, 7, 0.480, 501, 60, 2, 12, 35, 5.207, 6.907
Sun Apr 30 10:09:05 EDT 2017, 7222, 0.030, 1302, 4, 0.230, 426, 83, 16, 49, 12, 33.960, 39.690
Sun Apr 30 10:09:41 EDT 2017, 2272, 0.530, 6301, 9, 0.730, 576, 38, 7, 24, 57, 30.243, 36.377
Sun Apr 30 10:10:22 EDT 2017, 1654, 0.460, 677, 7, 0.540, 595, 32, 15, 34, 29, 34.860, 40.107
Sun Apr 30 10:11:07 EDT 2017, 6604, 0.960, 5676, 3, 0.040, 445, 77, 6, 9, 74, 30.983, 44.253
Sun Apr 30 10:17:11 EDT 2017, 9079, 0.210, 8176, 9, 0.290, 520, 99, 10, 46, 96, 304.247, 360.657
Sun Apr 30 10:17:16 EDT 2017, 4129, 0.710, 3176, 5, 0.790, 370, 54, 1, 21, 51, 3.513, 4.170
Sun Apr 30 10:17:37 EDT 2017, 2891, 0.090, 6926, 6, 0.420, 333, 21, 8, 27, 85, 17.340, 20.897
Sun Apr 30 10:18:07 EDT 2017, 7841, 0.590, 1927, 2, 0.920, 483, 66, 17, 2, 40, 22.773, 29.800
Sun Apr 30 10:18:19 EDT 2017, 5366, 0.340, 4426, 8, 0.670, 408, 88, 3, 40, 18, 9.483, 10.860
Sun Apr 30 10:19:25 EDT 2017, 416, 0.840, 9426, 4, 0.170, 558, 43, 13, 15, 63, 48.030, 65.113
Sun Apr 30 10:19:54 EDT 2017, 571, 0.070, 208, 9, 0.900, 356, 90, 5, 38, 33, 25.043, 28.153
Sun Apr 30 10:21:28 EDT 2017, 5521, 0.570, 5207, 5, 0.400, 506, 45, 15, 13, 78, 72.020, 91.883
Sun Apr 30 10:21:30 EDT 2017, 7996, 0.320, 7707, 7, 0.150, 431, 22, 1, 25, 56, 2.130, 2.657
Sun Apr 30 10:21:36 EDT 2017, 3046, 0.820, 2708, 2, 0.650, 581, 67, 10, 0, 11, 2.973, 5.170
Sun Apr 30 10:27:09 EDT 2017, 4283, 0.450, 6457, 8, 0.020, 543, 78, 17, 44, 67, 284.173, 331.260
Sun Apr 30 10:27:16 EDT 2017, 9233, 0.950, 1458, 3, 0.520, 393, 33, 8, 19, 22, 5.393, 6.830
Sun Apr 30 10:27:28 EDT 2017, 6758, 0.200, 3958, 6, 0.770, 468, 11, 12, 31, 44, 9.983, 11.460
Sun Apr 30 10:27:35 EDT 2017, 1808, 0.700, 8957, 1, 0.270, 318, 56, 3, 6, 89, 5.190, 7.033
Sun Apr 30 10:29:02 EDT 2017, 2427, 0.260, 3333, 3, 0.460, 300, 95, 14, 47, 39, 74.410, 86.553
Sun Apr 30 10:29:32 EDT 2017, 7377, 0.760, 8332, 7, 0.960, 450, 50, 4, 22, 84, 25.390, 28.810
Sun Apr 30 10:29:58 EDT 2017, 9852, 0.010, 5832, 1, 0.710, 375, 28, 18, 34, 61, 21.393, 25.593
Sun Apr 30 10:30:14 EDT 2017, 4902, 0.510, 833, 5, 0.210, 525, 73, 9, 9, 16, 10.750, 15.760
Sun Apr 30 10:30:55 EDT 2017, 3665, 0.140, 9582, 4, 0.590, 562, 84, 2, 41, 72, 34.117, 39.180
Sun Apr 30 10:31:13 EDT 2017, 8615, 0.640, 4583, 8, 0.090, 412, 39, 11, 16, 27, 12.877, 17.497
Sun Apr 30 10:31:20 EDT 2017, 6140, 0.390, 2083, 2, 0.340, 487, 16, 6, 28, 50, 5.893, 7.287
Sun Apr 30 10:32:33 EDT 2017, 1190, 0.890, 7082, 6, 0.840, 337, 61, 16, 3, 95, 61.140, 69.087
Sun Apr 30 10:32:45 EDT 2017, 880, 0.420, 8645, 6, 0.680, 422, 47, 12, 2, 25, 7.870, 11.787
Sun Apr 30 10:33:01 EDT 2017, 5830, 0.920, 3645, 1, 0.180, 572, 92, 2, 27, 70, 13.700, 16.523
Sun Apr 30 10:35:33 EDT 2017, 8305, 0.170, 1145, 8, 0.430, 347, 70, 17, 14, 92, 121.943, 145.633
Sun Apr 30 10:35:52 EDT 2017, 3355, 0.670, 6145, 4, 0.930, 497, 25, 7, 39, 47, 16.880, 18.760
Sun Apr 30 10:36:13 EDT 2017, 4593, 0.040, 4895, 7, 0.310, 459, 36, 5, 8, 81, 14.563, 20.503
Sun Apr 30 10:37:05 EDT 2017, 9543, 0.540, 9895, 3, 0.810, 309, 81, 14, 33, 36, 44.857, 50.903
Sun Apr 30 10:37:18 EDT 2017, 7068, 0.290, 7395, 9, 0.560, 534, 59, 9, 20, 13, 10.667, 13.740
Sun Apr 30 10:37:53 EDT 2017, 2118, 0.790, 2395, 5, 0.060, 384, 14, 19, 45, 58, 29.477, 34.463
Sun Apr 30 10:38:05 EDT 2017, 1499, 0.230, 5520, 2, 0.240, 403, 53, 8, 11, 30, 8.190, 11.113
Sun Apr 30 10:44:47 EDT 2017, 6449, 0.730, 520, 7, 0.740, 553, 98, 18, 36, 75, 364.063, 395.183
Sun Apr 30 10:45:14 EDT 2017, 8924, 0.480, 3020, 4, 0.990, 328, 76, 3, 23, 98, 24.377, 26.040
Sun Apr 30 10:46:22 EDT 2017, 3974, 0.980, 8020, 9, 0.490, 478, 31, 13, 48, 53, 59.700, 67.333
Sun Apr 30 10:46:56 EDT 2017, 2736, 0.360, 1770, 1, 0.870, 515, 42, 15, 5, 87, 24.120, 34.027
Sun Apr 30 10:47:36 EDT 2017, 7686, 0.860, 6770, 5, 0.370, 365, 87, 6, 30, 42, 32.310, 38.980
Sun Apr 30 10:48:00 EDT 2017, 5211, 0.110, 9270, 3, 0.120, 590, 64, 11, 17, 19, 17.673, 23.293
Sun Apr 30 10:48:03 EDT 2017, 261, 0.610, 4270, 8, 0.620, 440, 19, 1, 42, 64, 2.940, 3.263
Sun Apr 30 10:48:16 EDT 2017, 339, 0.210, 9191, 6, 0.390, 386, 78, 7, 20, 16, 9.837, 12.507
Sun Apr 30 10:49:29 EDT 2017, 5289, 0.710, 4192, 2, 0.890, 536, 33, 17, 45, 61, 66.380, 73.027
Sun Apr 30 10:49:32 EDT 2017, 7764, 0.460, 1692, 9, 0.640, 311, 10, 3, 7, 83, 1.540, 2.103
Sun Apr 30 10:50:26 EDT 2017, 2814, 0.960, 6692, 4, 0.140, 461, 55, 12, 32, 38, 45.093, 54.300
Sun Apr 30 10:55:27 EDT 2017, 4051, 0.330, 2942, 5, 0.520, 499, 89, 19, 14, 94, 261.863, 296.210
Sun Apr 30 10:55:46 EDT 2017, 9001, 0.830, 7942, 1, 0.020, 349, 44, 10, 39, 49, 15.823, 18.817
Sun Apr 30 10:55:56 EDT 2017, 6526, 0.080, 5442, 8, 0.270, 574, 21, 15, 1, 27, 5.433, 9.737
Sun Apr 30 10:56:34 EDT 2017, 1576, 0.580, 442, 3, 0.770, 424, 66, 5, 26, 72, 31.163, 36.707
Sun Apr 30 10:56:41 EDT 2017, 2195, 0.390, 7317, 1, 0.950, 443, 83, 13, 17, 10, 5.563, 7.040
Sun Apr 30 10:57:10 EDT 2017, 7145, 0.890, 2317, 6, 0.450, 593, 38, 4, 42, 55, 25.057, 28.723
Sun Apr 30 10:57:30 EDT 2017, 9620, 0.140, 4817, 4, 0.200, 368, 16, 18, 4, 77, 12.530, 19.503
Sun Apr 30 10:58:12 EDT 2017, 4670, 0.640, 9816, 8, 0.700, 518, 61, 9, 29, 32, 35.287, 41.510
Sun Apr 30 10:58:45 EDT 2017, 3433, 0.020, 1067, 3, 0.080, 480, 95, 2, 23, 89, 26.017, 32.527
Sun Apr 30 10:59:37 EDT 2017, 8383, 0.520, 6067, 7, 0.580, 330, 50, 11, 48, 44, 45.447, 51.163
Sun Apr 30 10:59:42 EDT 2017, 5908, 0.270, 8567, 5, 0.830, 555, 27, 6, 11, 21, 3.707, 4.660
Sun Apr 30 11:02:46 EDT 2017, 958, 0.770, 3567, 9, 0.330, 405, 72, 16, 36, 66, 156.630, 179.887
Sun Apr 30 11:03:16 EDT 2017, 1267, 0.300, 2005, 7, 0.170, 321, 35, 10, 31, 52, 24.093, 29.637
Sun Apr 30 11:03:26 EDT 2017, 6217, 0.800, 7004, 3, 0.670, 471, 80, 1, 6, 97, 7.503, 9.697
Sun Apr 30 11:05:46 EDT 2017, 8692, 0.050, 9504, 5, 0.920, 396, 58, 15, 43, 75, 129.753, 138.767
Sun Apr 30 11:05:48 EDT 2017, 3742, 0.550, 4504, 1, 0.420, 546, 13, 6, 18, 30, 1.713, 2.133
Sun Apr 30 11:06:12 EDT 2017, 4979, 0.180, 5754, 8, 0.800, 583, 47, 3, 25, 63, 19.467, 23.450
Sun Apr 30 11:06:31 EDT 2017, 9929, 0.680, 755, 4, 0.300, 433, 92, 13, 0, 18, 10.123, 18.117
Sun Apr 30 11:07:37 EDT 2017, 7454, 0.430, 3255, 6, 0.050, 508, 69, 8, 37, 41, 55.573, 66.093
Sun Apr 30 11:08:08 EDT 2017, 2504, 0.930, 8254, 2, 0.550, 358, 24, 18, 12, 86, 23.210, 29.780
Sun Apr 30 11:08:32 EDT 2017, 1886, 0.110, 3880, 4, 0.740, 340, 41, 9, 28, 46, 19.627, 23.963
Sun Apr 30 11:12:45 EDT 2017, 6836, 0.610, 8879, 9, 0.240, 490, 86, 19, 3, 91, 180.003, 246.473
Sun Apr 30 11:13:22 EDT 2017, 9311, 0.360, 6379, 2, 0.490, 415, 64, 5, 40, 69, 31.500, 37.367
Sun Apr 30 11:13:31 EDT 2017, 4361, 0.860, 1380, 7, 0.990, 565, 19, 14, 15, 24, 7.880, 8.913
Sun Apr 30 11:15:28 EDT 2017, 3123, 0.490, 7629, 3, 0.360, 527, 52, 16, 34, 58, 96.337, 114.380
Sun Apr 30 11:15:36 EDT 2017, 8073, 0.990, 2630, 8, 0.860, 377, 97, 7, 9, 13, 6.450, 8.590
Sun Apr 30 11:16:15 EDT 2017, 5598, 0.240, 130, 1, 0.610, 452, 75, 12, 47, 35, 32.927, 37.987
Sun Apr 30 11:16:21 EDT 2017, 648, 0.740, 5129, 6, 0.110, 302, 30, 2, 22, 80, 5.273, 6.337
Sun Apr 30 11:17:21 EDT 2017, 493, 0.440, 4661, 3, 0.810, 579, 57, 18, 49, 20, 52.730, 58.660
Sun Apr 30 11:17:34 EDT 2017, 5443, 0.940, 9660, 7, 0.310, 429, 12, 9, 24, 65, 10.247, 12.583
Sun Apr 30 11:19:32 EDT 2017, 7918, 0.190, 7160, 5, 0.060, 504, 34, 14, 36, 87, 97.813, 115.990
Sun Apr 30 11:19:47 EDT 2017, 2968, 0.690, 2161, 9, 0.560, 354, 79, 4, 11, 42, 12.103, 15.193
Sun Apr 30 11:20:54 EDT 2017, 4206, 0.070, 8410, 2, 0.190, 316, 68, 7, 43, 99, 56.100, 65.537
Sun Apr 30 11:21:26 EDT 2017, 9156, 0.570, 3411, 6, 0.690, 466, 23, 16, 18, 54, 25.670, 31.790
Sun Apr 30 11:21:30 EDT 2017, 6681, 0.320, 911, 4, 0.940, 391, 45, 2, 30, 31, 3.963, 4.527
Sun Apr 30 11:23:42 EDT 2017, 1731, 0.820, 5911, 8, 0.440, 541, 90, 11, 5, 76, 86.990, 130.387
Sun Apr 30 11:23:46 EDT 2017, 2350, 0.130, 1536, 5, 0.250, 560, 62, 1, 40, 14, 3.310, 3.573
Sun Apr 30 11:23:52 EDT 2017, 7300, 0.630, 6535, 1, 0.750, 410, 17, 10, 15, 59, 4.503, 5.827
Sun Apr 30 11:24:30 EDT 2017, 9775, 0.380, 9035, 8, 0.500, 485, 40, 5, 27, 82, 31.190, 37.250
Sun Apr 30 11:25:08 EDT 2017, 4825, 0.880, 4036, 3, 0.000, 335, 85, 15, 2, 37, 23.463, 36.273
Sun Apr 30 11:28:45 EDT 2017, 3587, 0.250, 5286, 7, 0.630, 372, 73, 13, 46, 93, 194.863, 212.860
Sun Apr 30 11:28:51 EDT 2017, 8537, 0.750, 286, 2, 0.130, 522, 28, 3, 21, 48, 4.723, 5.820
Sun Apr 30 11:29:42 EDT 2017, 6062, 0.000, 2786, 9, 0.380, 447, 51, 17, 33, 25, 42.063, 50.360
Sun Apr 30 11:31:00 EDT 2017, 1112, 0.500, 7785, 4, 0.880, 597, 96, 8, 8, 70, 66.267, 76.083
Sun Apr 30 11:31:04 EDT 2017, 803, 0.040, 6848, 3, 0.590, 513, 14, 4, 10, 51, 2.353, 3.290
Sun Apr 30 11:33:48 EDT 2017, 5753, 0.540, 1848, 8, 0.090, 363, 59, 13, 35, 96, 135.223, 163.873
Sun Apr 30 11:34:45 EDT 2017, 8228, 0.290, 4348, 1, 0.340, 588, 82, 8, 22, 73, 43.487, 56.683
Sun Apr 30 11:35:33 EDT 2017, 3278, 0.790, 9348, 6, 0.840, 438, 37, 18, 47, 28, 42.547, 46.887
Sun Apr 30 11:35:49 EDT 2017, 4515, 0.410, 599, 5, 0.470, 401, 26, 11, 4, 62, 10.500, 16.187
Sun Apr 30 11:35:53 EDT 2017, 9465, 0.910, 5598, 9, 0.970, 551, 71, 1, 29, 17, 2.937, 3.547
Sun Apr 30 11:36:38 EDT 2017, 6990, 0.160, 8098, 2, 0.720, 326, 93, 15, 16, 39, 35.957, 44.197
Sun Apr 30 11:37:52 EDT 2017, 2040, 0.660, 3098, 7, 0.220, 476, 48, 6, 41, 84, 60.900, 73.423
Sun Apr 30 11:38:07 EDT 2017, 1422, 0.350, 9973, 9, 0.030, 457, 20, 17, 0, 45, 8.370, 14.683
Sun Apr 30 11:39:02 EDT 2017, 6372, 0.850, 4973, 4, 0.530, 307, 65, 7, 25, 90, 44.637, 53.710
Sun Apr 30 11:41:06 EDT 2017, 8847, 0.100, 2473, 6, 0.780, 532, 87, 12, 13, 68, 107.267, 122.260
Sun Apr 30 11:41:09 EDT 2017, 3897, 0.600, 7473, 2, 0.280, 382, 42, 2, 38, 23, 2.543, 2.940
Sun Apr 30 11:41:25 EDT 2017, 2659, 0.220, 3723, 7, 0.910, 419, 31, 10, 7, 56, 12.810, 15.607
Sun Apr 30 11:42:01 EDT 2017, 7609, 0.720, 8723, 3, 0.410, 569, 76, 19, 32, 11, 29.950, 35.680
Sun Apr 30 11:42:25 EDT 2017, 5134, 0.470, 6223, 5, 0.160, 344, 99, 5, 19, 34, 17.870, 23.090
Sun Apr 30 11:43:46 EDT 2017, 184, 0.970, 1224, 1, 0.660, 494, 54, 14, 44, 79, 67.217, 78.013
Sun Apr 30 11:49:05 EDT 2017, 223, 0.020, 3137, 6, 0.140, 599, 83, 11, 46, 87, 270.057, 315.347
Sun Apr 30 11:49:08 EDT 2017, 5173, 0.520, 8137, 1, 0.640, 449, 38, 2, 21, 42, 2.123, 2.640
Sun Apr 30 11:49:18 EDT 2017, 7648, 0.270, 5637, 8, 0.890, 524, 15, 16, 33, 19, 9.500, 10.570
Sun Apr 30 11:49:46 EDT 2017, 2698, 0.770, 638, 4, 0.390, 374, 60, 7, 8, 64, 19.610, 27.080
Sun Apr 30 11:50:08 EDT 2017, 3935, 0.390, 9387, 7, 0.760, 336, 94, 4, 40, 31, 19.547, 21.970
Sun Apr 30 11:51:16 EDT 2017, 8885, 0.890, 4387, 2, 0.260, 486, 49, 14, 15, 76, 51.740, 67.430
Sun Apr 30 11:52:04 EDT 2017, 6410, 0.140, 1888, 9, 0.010, 411, 27, 9, 27, 98, 39.647, 48.267
Sun Apr 30 11:53:41 EDT 2017, 1460, 0.640, 6887, 5, 0.510, 561, 72, 18, 2, 53, 66.230, 93.967
Sun Apr 30 11:55:28 EDT 2017, 2079, 0.330, 13, 2, 0.700, 542, 77, 8, 43, 81, 95.213, 105.137
Sun Apr 30 11:55:57 EDT 2017, 7029, 0.830, 5012, 6, 0.200, 392, 32, 17, 18, 36, 21.607, 28.760
Sun Apr 30 11:55:58 EDT 2017, 9504, 0.080, 7512, 4, 0.450, 467, 10, 3, 30, 14, 0.953, 1.080
Sun Apr 30 11:56:23 EDT 2017, 4554, 0.580, 2512, 9, 0.950, 317, 55, 12, 5, 59, 21.970, 24.830
Sun Apr 30 11:56:57 EDT 2017, 3317, 0.200, 6262, 1, 0.330, 355, 89, 15, 49, 25, 29.350, 33.967
Sun Apr 30 11:57:27 EDT 2017, 8267, 0.700, 1263, 5, 0.830, 505, 44, 5, 24, 70, 25.387, 29.367
Sun Apr 30 11:58:05 EDT 2017, 5792, 0.450, 3762, 3, 0.580, 430, 21, 10, 37, 93, 31.717, 37.317
Sun Apr 30 11:58:12 EDT 2017, 842, 0.950, 8762, 7, 0.080, 580, 66, 1, 12, 48, 5.333, 6.910
Sun Apr 30 11:58:39 EDT 2017, 1151, 0.480, 5325, 9, 0.420, 495, 41, 6, 7, 73, 18.093, 26.533
Sun Apr 30 11:59:31 EDT 2017, 6101, 0.980, 325, 5, 0.920, 345, 86, 15, 32, 28, 48.667, 52.457
Sun Apr 30 11:59:39 EDT 2017, 8576, 0.230, 2825, 7, 0.670, 570, 63, 1, 19, 50, 6.250, 7.307
Sun Apr 30 12:00:19 EDT 2017, 3626, 0.730, 7824, 3, 0.170, 420, 18, 11, 44, 95, 34.107, 40.150
Sun Apr 30 12:00:51 EDT 2017, 4863, 0.110, 1575, 8, 0.540, 383, 52, 18, 1, 39, 20.963, 31.597
Sun Apr 30 12:03:39 EDT 2017, 9813, 0.610, 6575, 4, 0.040, 533, 97, 8, 26, 84, 137.920, 165.543
Sun Apr 30 12:04:50 EDT 2017, 7338, 0.360, 9074, 6, 0.290, 308, 74, 13, 13, 62, 53.953, 70.507
Sun Apr 30 12:04:54 EDT 2017, 2388, 0.860, 4075, 2, 0.790, 458, 29, 4, 38, 17, 2.840, 3.197
Sun Apr 30 12:05:20 EDT 2017, 1770, 0.170, 8449, 3, 0.980, 477, 35, 14, 4, 67, 19.940, 25.817
Sun Apr 30 12:05:34 EDT 2017, 6720, 0.670, 3450, 8, 0.480, 327, 80, 5, 29, 22, 11.383, 13.760
Sun Apr 30 12:06:20 EDT 2017, 9195, 0.420, 950, 1, 0.230, 552, 58, 19, 16, 45, 34.380, 45.900
Sun Apr 30 12:06:43 EDT 2017, 4245, 0.920, 5950, 6, 0.730, 402, 13, 9, 41, 90, 20.143, 22.913
Sun Apr 30 12:06:47 EDT 2017, 3007, 0.300, 4700, 4, 0.110, 439, 46, 2, 10, 33, 2.740, 3.773
Sun Apr 30 12:11:35 EDT 2017, 7957, 0.800, 9699, 9, 0.610, 589, 91, 12, 35, 78, 250.347, 282.423
Sun Apr 30 12:12:03 EDT 2017, 5482, 0.050, 7199, 2, 0.860, 364, 69, 7, 23, 56, 22.753, 26.847
Sun Apr 30 12:12:17 EDT 2017, 532, 0.550, 2200, 7, 0.360, 514, 24, 17, 48, 11, 12.373, 14.210
Sun Apr 30 12:12:38 EDT 2017, 687, 0.250, 7981, 1, 0.560, 406, 62, 5, 23, 83, 16.883, 21.060
Sun Apr 30 12:13:12 EDT 2017, 5637, 0.750, 2981, 5, 0.060, 556, 17, 15, 48, 38, 28.297, 32.947
Sun Apr 30 12:13:17 EDT 2017, 8112, 0.000, 481, 3, 0.310, 331, 39, 10, 11, 15, 3.303, 4.747
Sun Apr 30 12:17:22 EDT 2017, 3162, 0.500, 5481, 7, 0.810, 481, 84, 19, 36, 60, 227.480, 242.690
Sun Apr 30 12:17:53 EDT 2017, 4399, 0.130, 4231, 2, 0.430, 519, 73, 12, 17, 26, 22.637, 29.997
Sun Apr 30 12:18:05 EDT 2017, 9349, 0.630, 9231, 6, 0.930, 369, 28, 3, 42, 71, 10.913, 12.037
Sun Apr 30 12:20:08 EDT 2017, 6874, 0.380, 6731, 4, 0.680, 594, 51, 17, 5, 94, 94.967, 121.983
Sun Apr 30 12:21:25 EDT 2017, 1924, 0.880, 1731, 8, 0.180, 444, 96, 7, 30, 49, 64.060, 75.100
Sun Apr 30 12:23:26 EDT 2017, 2543, 0.060, 6106, 7, 0.000, 425, 56, 16, 14, 77, 85.387, 117.893
Sun Apr 30 12:23:31 EDT 2017, 7493, 0.560, 1106, 2, 0.500, 575, 11, 6, 39, 32, 3.813, 4.510
Sun Apr 30 12:23:33 EDT 2017, 9968, 0.310, 3606, 9, 0.750, 350, 34, 11, 1, 10, 1.537, 2.303
Sun Apr 30 12:23:44 EDT 2017, 5018, 0.810, 8606, 5, 0.250, 500, 79, 1, 26, 55, 8.747, 10.427
Sun Apr 30 12:24:04 EDT 2017, 3781, 0.440, 2356, 6, 0.870, 463, 67, 9, 20, 21, 16.843, 20.280
Sun Apr 30 12:24:26 EDT 2017, 8731, 0.940, 7356, 1, 0.370, 313, 22, 18, 45, 66, 18.393, 21.723
Sun Apr 30 12:24:55 EDT 2017, 6256, 0.190, 9855, 8, 0.120, 538, 45, 4, 8, 88, 19.310, 27.457
Sun Apr 30 12:26:20 EDT 2017, 1306, 0.690, 4856, 3, 0.620, 388, 90, 13, 33, 43, 71.983, 83.093
Sun Apr 30 12:26:55 EDT 2017, 996, 0.220, 794, 4, 0.840, 303, 20, 18, 34, 74, 31.163, 34.560
Sun Apr 30 12:27:16 EDT 2017, 5946, 0.720, 5793, 9, 0.340, 453, 65, 8, 9, 29, 14.403, 20.737
Sun Apr 30 12:29:00 EDT 2017, 8421, 0.470, 8293, 2, 0.090, 378, 87, 13, 47, 52, 88.700, 102.480
Sun Apr 30 12:29:28 EDT 2017, 3471, 0.970, 3294, 6, 0.590, 528, 42, 3, 22, 97, 22.073, 27.527
Sun Apr 30 12:29:45 EDT 2017, 4709, 0.340, 7043, 3, 0.220, 566, 31, 6, 28, 41, 12.980, 16.220
Sun Apr 30 12:31:28 EDT 2017, 9659, 0.840, 2044, 8, 0.720, 416, 76, 15, 3, 86, 84.323, 100.237
Sun Apr 30 12:31:37 EDT 2017, 7184, 0.090, 4544, 1, 0.970, 491, 98, 1, 40, 63, 7.027, 8.173
Sun Apr 30 12:31:47 EDT 2017, 2234, 0.590, 9543, 5, 0.470, 341, 53, 10, 15, 18, 7.723, 10.000
Sun Apr 30 12:31:50 EDT 2017, 1615, 0.410, 2669, 8, 0.280, 359, 14, 2, 25, 69, 2.540, 3.073
Sun Apr 30 12:32:04 EDT 2017, 6565, 0.910, 7668, 4, 0.780, 509, 59, 12, 0, 24, 8.643, 13.450
Sun Apr 30 12:33:09 EDT 2017, 9040, 0.160, 5168, 6, 0.530, 434, 82, 7, 37, 46, 55.053, 63.997
Sun Apr 30 12:33:55 EDT 2017, 4090, 0.660, 169, 1, 0.030, 584, 37, 16, 12, 91, 33.337, 46.070
Sun Apr 30 12:34:27 EDT 2017, 2852, 0.030, 8918, 9, 0.650, 547, 25, 14, 31, 35, 26.717, 31.163
Sun Apr 30 12:34:55 EDT 2017, 7802, 0.530, 3919, 5, 0.150, 397, 70, 4, 6, 80, 19.063, 27.063
Sun Apr 30 12:40:19 EDT 2017, 5327, 0.280, 1419, 7, 0.400, 472, 93, 19, 44, 57, 280.093, 320.680
Sun Apr 30 12:40:23 EDT 2017, 377, 0.780, 6418, 3, 0.900, 322, 48, 9, 19, 12, 3.600, 4.553
Sun Apr 30 12:40:46 EDT 2017, 300, 0.380, 1341, 4, 0.070, 338, 74, 3, 41, 55, 19.823, 22.780
Sun Apr 30 12:40:52 EDT 2017, 5250, 0.880, 6340, 8, 0.570, 488, 29, 13, 16, 10, 4.507, 5.810
Sun Apr 30 12:41:04 EDT 2017, 7725, 0.130, 8840, 1, 0.820, 413, 51, 8, 28, 33, 8.923, 10.960
Sun Apr 30 12:44:43 EDT 2017, 2775, 0.630, 3840, 6, 0.320, 563, 96, 17, 3, 78, 155.883, 210.297
Sun Apr 30 12:46:05 EDT 2017, 4013, 0.010, 5090, 5, 0.940, 526, 63, 10, 47, 44, 76.213, 80.923
Sun Apr 30 12:46:08 EDT 2017, 8963, 0.510, 91, 9, 0.440, 376, 18, 1, 22, 89, 2.543, 2.857
Sun Apr 30 12:47:16 EDT 2017, 6488, 0.260, 2591, 2, 0.190, 451, 40, 15, 35, 67, 55.657, 66.910
Sun Apr 30 12:47:24 EDT 2017, 1538, 0.760, 7590, 7, 0.690, 301, 85, 5, 10, 22, 5.957, 8.163
Sun Apr 30 12:49:44 EDT 2017, 2156, 0.200, 4465, 9, 0.510, 320, 68, 16, 44, 61, 121.303, 137.720
Sun Apr 30 12:49:48 EDT 2017, 7106, 0.700, 9465, 4, 0.010, 470, 23, 7, 19, 16, 3.167, 4.073
Sun Apr 30 12:50:26 EDT 2017, 9581, 0.450, 6965, 6, 0.260, 395, 46, 11, 31, 38, 30.927, 37.627
Sun Apr 30 12:50:46 EDT 2017, 4631, 0.950, 1966, 2, 0.760, 545, 91, 2, 6, 83, 13.187, 18.393
Sun Apr 30 12:52:13 EDT 2017, 3394, 0.320, 8215, 8, 0.380, 582, 57, 9, 38, 50, 75.330, 85.473
Sun Apr 30 12:52:35 EDT 2017, 8344, 0.820, 3216, 3, 0.880, 432, 12, 19, 13, 95, 17.467, 21.587
Sun Apr 30 12:52:55 EDT 2017, 5869, 0.070, 716, 5, 0.630, 507, 34, 4, 25, 72, 16.860, 20.500
Sun Apr 30 12:53:07 EDT 2017, 919, 0.570, 5715, 1, 0.130, 357, 79, 14, 0, 27, 6.433, 11.313
Sun Apr 30 12:53:58 EDT 2017, 1228, 0.100, 9777, 2, 0.350, 442, 32, 19, 5, 92, 33.190, 49.067
Sun Apr 30 12:55:39 EDT 2017, 6178, 0.600, 4778, 7, 0.850, 592, 77, 10, 30, 47, 87.977, 99.713
Sun Apr 30 12:56:19 EDT 2017, 8653, 0.350, 2278, 4, 0.600, 367, 99, 14, 17, 24, 32.617, 40.003
Sun Apr 30 12:57:24 EDT 2017, 3703, 0.850, 7278, 9, 0.100, 517, 54, 5, 42, 69, 53.987, 63.677
Sun Apr 30 12:57:25 EDT 2017, 4941, 0.480, 3528, 1, 0.720, 479, 20, 7, 11, 13, 1.043, 1.297
Sun Apr 30 12:59:30 EDT 2017, 9891, 0.980, 8527, 6, 0.220, 329, 65, 17, 36, 58, 104.640, 123.343
Sun Apr 30 13:00:19 EDT 2017, 7416, 0.230, 6028, 3, 0.470, 554, 88, 3, 24, 81, 38.107, 47.073
Sun Apr 30 13:01:03 EDT 2017, 2466, 0.730, 1028, 8, 0.970, 404, 43, 12, 49, 36, 42.727, 43.843
Sun Apr 30 13:01:06 EDT 2017, 1847, 0.290, 6653, 5, 0.790, 385, 26, 1, 8, 97, 2.447, 2.980
Sun Apr 30 13:01:59 EDT 2017, 6797, 0.790, 1653, 1, 0.290, 535, 71, 11, 33, 52, 41.493, 52.627
Sun Apr 30 13:02:22 EDT 2017, 9272, 0.040, 4153, 7, 0.040, 310, 93, 6, 21, 30, 17.533, 22.637
Sun Apr 30 13:04:45 EDT 2017, 4322, 0.540, 9152, 3, 0.540, 460, 48, 16, 46, 75, 125.217, 141.517
Sun Apr 30 13:04:49 EDT 2017, 3084, 0.160, 403, 6, 0.160, 498, 15, 13, 2, 19, 2.203, 3.603
Sun Apr 30 13:05:07 EDT 2017, 8034, 0.660, 5403, 2, 0.660, 348, 60, 4, 27, 64, 13.840, 17.170
Sun Apr 30 13:08:52 EDT 2017, 5559, 0.410, 7903, 8, 0.910, 573, 82, 18, 14, 86, 219.807, 219.430
Sun Apr 30 13:09:18 EDT 2017, 609, 0.910, 2903, 4, 0.410, 423, 37, 8, 39, 41, 21.853, 25.953
